Name	Type	Species	Height	Weight	Abilities	Local_Num	National_Num	Catch_Rate	EV_Yield	Base_Friendship	Base_Exp	Growth_Rate	Egg_Groups	Gender	Egg_Cycles	Stats	Total	Learnset
Nidorina	Poison	Poison Pin Pokemon	0.8	20.0	('Poison Point', 'Rivalry', 'Hustle')	{'R/B/Y': 30, 'G/S/C': 96, 'FR/LG': 30, 'HG/SS': 96, 'X/Y': 105}	30	120	[2, 0, 0, 0, 0, 0]	50	128	Medium Slow	Undiscovered	(0.0, 100.0)	20	[70, 62, 67, 55, 55, 56]	365	[('Growl', 1), ('Scratch', 1), ('Tail Whip', 7), ('Double Kick', 9), ('Poison Sting', 13), ('Fury Swipes', 20), ('Bite', 23), ('Helping Hand', 28), ('Toxic Spikes', 35), ('Flatter', 38), ('Crunch', 43), ('Captivate', 50), ('Poison Fang', 58)]
Nidoqueen	('Poison', 'Ground')	Drill Pokemon	1.3	60.0	('Poison Point', 'Rivalry', 'Sheer Force')	{'R/B/Y': 31, 'G/S/C': 97, 'FR/LG': 31, 'HG/SS': 97, 'X/Y': 106}	31	45	[3, 0, 0, 0, 0, 0]	50	227	Medium Slow	Undiscovered	(0.0, 100.0)	20	[90, 92, 87, 75, 85, 76]	505	[('Double Kick', 1), ('Poison Sting', 1), ('Scratch', 1), ('Tail Whip', 1), ('Body Slam', 23), ('Earth Power', 43), ('Superpower', 58)]
Nidoran♂	Poison	Poison Pin Pokemon	0.5	9.0	('Poison Point', 'Rivalry', 'Hustle')	{'R/B/Y': 32, 'G/S/C': 98, 'FR/LG': 32, 'HG/SS': 98, 'X/Y': 107}	32	235	[0, 1, 0, 0, 0, 0]	50	55	Medium Slow	('Field', 'Monster')	(100.0, 0.0)	20	[46, 57, 40, 40, 40, 50]	273	[('Leer', 1), ('Peck', 1), ('Focus Energy', 7), ('Double Kick', 9), ('Poison Sting', 13), ('Fury Attack', 19), ('Horn Attack', 21), ('Helping Hand', 25), ('Toxic Spikes', 31), ('Flatter', 33), ('Poison Jab', 37), ('Captivate', 43), ('Horn Drill', 45)]
Nidorino	Poison	Poison Pin Pokemon	0.9	19.5	('Poison Point', 'Rivalry', 'Hustle')	{'R/B/Y': 33, 'G/S/C': 99, 'FR/LG': 33, 'HG/SS': 99, 'X/Y': 108}	33	120	[0, 2, 0, 0, 0, 0]	50	128	Medium Slow	('Field', 'Monster')	(100.0, 0.0)	20	[61, 72, 57, 55, 55, 65]	365	[('Leer', 1), ('Peck', 1), ('Focus Energy', 7), ('Double Kick', 9), ('Poison Sting', 13), ('Fury Attack', 20), ('Horn Attack', 23), ('Helping Hand', 28), ('Toxic Spikes', 35), ('Flatter', 38), ('Poison Jab', 43), ('Captivate', 50), ('Horn Drill', 58)]
Nidoking	('Poison', 'Ground')	Drill Pokemon	1.4	62.0	('Poison Point', 'Rivalry', 'Sheer Force')	{'R/B/Y': 34, 'G/S/C': 100, 'FR/LG': 34, 'HG/SS': 100, 'X/Y': 109}	34	45	[0, 3, 0, 0, 0, 0]	50	227	Medium Slow	('Field', 'Monster')	(100.0, 0.0)	20	[81, 102, 77, 85, 75, 85]	505	[('Double Kick', 1), ('Focus Energy', 1), ('Peck', 1), ('Poison Sting', 1), ('Thrash', 23), ('Earth Power', 43), ('Megahorn', 58)]
Clefairy	Fairy	Fairy Pokemon	0.6	7.5	('Cute Charm', 'Magic Guard', 'Friend Guard')	{'R/B/Y': 35, 'G/S/C': 41, 'FR/LG': 35, 'HG/SS': 41, 'D/P': 100}	35	150	[2, 0, 0, 0, 0, 0]	140	113	Fast	Fairy	(25.0, 75.0)	10	[70, 45, 48, 60, 65, 35]	323	[('Growl', 1), ('Pound', 1), ('Encore', 4), ('Sing', 7), ('Double Slap', 10), ('Defense Curl', 13), ('Follow Me', 16), ('Minimize', 19), ('Wake -Up Slap', 22), ('Cosmic Power', 25), ('Lucky Chant', 28), ('Metronome', 31), ('Gravity', 34), ('Moonlight', 37), ('Light Screen', 40), ('Meteor Mash', 43), ('Healing Wish', 46)]
Clefable	Fairy	Fairy Pokemon	1.3	40.0	('Cute Charm', 'Magic Guard', 'Unaware')	{'R/B/Y': 36, 'G/S/C': 42, 'FR/LG': 36, 'HG/SS': 42, 'D/P': 101}	36	25	[3, 0, 0, 0, 0, 0]	140	217	Fast	Fairy	(25.0, 75.0)	10	[95, 70, 73, 95, 90, 60]	483	[('Double Slap', 1), ('Metronome', 1), ('Minimize', 1), ('Sing', 1)]
Vulpix	Fire	Fox Pokemon	0.6	9.9	('Flash Fire', 'Drought')	{'R/B/Y': 37, 'G/S/C': 125, 'FR/LG': 37, 'HG/SS': 127, 'R/S/E': 153, 'OR/AS': 160, 'B2/W2': 248, 'B/W': 248, 'S/M': 253, 'US/UM': 330, 'S/S': 68, 'LA': 168}	37	190	[0, 0, 0, 0, 0, 1]	50	60	Medium Fast	Field	(25.0, 75.0)	20	[38, 41, 40, 50, 65, 65]	299	[('Ember', 1), ('Tail Whip', 4), ('Roar', 7), ('Quick Attack', 11), ('Will -O-Wisp', 14), ('Confuse Ray', 17), ('Imprison', 21), ('Flamethrower', 24), ('Safeguard', 27), ('Payback', 31), ('Fire Spin', 34), ('Captivate', 37), ('Grudge', 41), ('Extrasensory', 44), ('Fire Blast', 47)]
Ninetales	Fire	Fox Pokemon	1.1	19.9	('Flash Fire', 'Drought')	{'R/B/Y': 38, 'G/S/C': 126, 'FR/LG': 38, 'HG/SS': 128, 'R/S/E': 154, 'OR/AS': 161, 'B2/W2': 249, 'B/W': 249, 'S/M': 254, 'US/UM': 331, 'S/S': 69, 'LA': 169}	38	75	[0, 0, 0, 0, 1, 1]	50	177	Medium Fast	Field	(25.0, 75.0)	20	[73, 76, 75, 81, 100, 100]	505	[('Confuse Ray', 1), ('Ember', 1), ('Nasty Plot', 1), ('Quick Attack', 1), ('Safeguard', 1)]
Jigglypuff	('Normal', 'Fairy')	Balloon Pokemon	0.5	5.5	('Cute Charm', 'Competitive', 'Friend Guard')	{'R/B/Y': 39, 'G/S/C': 44, 'FR/LG': 39, 'HG/SS': 44, 'R/S/E': 138, 'OR/AS': 143, 'B2/W2': 282, 'B/W': 282, 'X/Y': 120, 'S/M': 135, 'US/UM': 168}	39	170	[2, 0, 0, 0, 0, 0]	50	95	Fast	Fairy	(25.0, 75.0)	10	[115, 45, 20, 45, 25, 20]	270	[('Sing', 1), ('Defense Curl', 5), ('Pound', 9), ('Disable', 13), ('Rollout', 17), ('Double Slap', 21), ('Rest', 25), ('Body Slam', 29), ('Gyro Ball', 33), ('Wake -Up Slap', 37), ('Mimic', 41), ('Hyper Voice', 45), ('Double -Edge', 49)]
Wigglytuff	('Normal', 'Fairy')	Balloon Pokemon	1.0	12.0	('Cute Charm', 'Competitive', 'Frisk')	{'R/B/Y': 40, 'G/S/C': 45, 'FR/LG': 40, 'HG/SS': 45, 'R/S/E': 139, 'OR/AS': 144, 'B2/W2': 283, 'B/W': 283, 'X/Y': 121, 'S/M': 136, 'US/UM': 169}	40	50	[3, 0, 0, 0, 0, 0]	50	196	Fast	Fairy	(25.0, 75.0)	10	[140, 70, 45, 85, 50, 45]	435	[('Defense Curl', 1), ('Disable', 1), ('Double Slap', 1), ('Sing', 1)]
Zubat	('Poison', 'Flying')	Bat Pokemon	0.8	7.5	('Inner Focus', 'Infiltrator')	{'G/S/C': 37, 'FR/LG': 41, 'HG/SS': 37, 'R/S/E': 63, 'OR/AS': 65, 'D/P': 28}	41	255	[0, 0, 0, 0, 0, 1]	50	49	Medium Fast	Flying	(50.0, 50.0)	15	[40, 45, 35, 30, 40, 55]	245	[('Leech Life', 1), ('Supersonic', 5), ('Astonish', 9), ('Bite', 13), ('Wing Attack', 17), ('Confuse Ray', 21), ('Air Cutter', 25), ('Mean Look', 29), ('Poison Fang', 33), ('Haze', 37), ('Air Slash', 41)]
Golbat	('Poison', 'Flying')	Bat Pokemon	1.6	55.0	('Inner Focus', 'Infiltrator')	{'G/S/C': 38, 'FR/LG': 42, 'HG/SS': 38, 'R/S/E': 64, 'OR/AS': 66, 'D/P': 29}	42	90	[0, 0, 0, 0, 0, 2]	50	159	Medium Fast	Flying	(50.0, 50.0)	15	[75, 80, 70, 65, 75, 90]	455	[('Astonish', 1), ('Leech Life', 1), ('Screech', 1), ('Supersonic', 1), ('Supersonic', 5), ('Astonish', 9), ('Bite', 13), ('Wing Attack', 17), ('Confuse Ray', 21), ('Air Cutter', 27), ('Mean Look', 33), ('Poison Fang', 39), ('Haze', 45), ('Air Slash', 51)]
Oddish	('Grass', 'Poison')	Weed Pokemon	0.5	5.4	('Chlorophyll', 'Run Away')	{'R/B/Y': 43, 'G/S/C': 83, 'FR/LG': 43, 'HG/SS': 83, 'R/S/E': 88, 'OR/AS': 91, 'X/Y': 105, 'S/S': 55}	43	255	[0, 0, 0, 1, 0, 0]	50	64	Medium Slow	Grass	(50.0, 50.0)	20	[45, 50, 55, 75, 65, 30]	320	[('Absorb', 1), ('Sweet Scent', 5), ('Acid', 9), ('Poison Powder', 13), ('Stun Spore', 15), ('Sleep Powder', 17), ('Mega Drain', 21), ('Lucky Chant', 25), ('Natural Gift', 29), ('Moonlight', 33), ('Giga Drain', 37), ('Petal Dance', 41)]
Gloom	('Grass', 'Poison')	Weed Pokemon	0.8	8.6	('Chlorophyll', 'Stench')	{'R/B/Y': 44, 'G/S/C': 84, 'FR/LG': 44, 'HG/SS': 84, 'R/S/E': 89, 'OR/AS': 92, 'X/Y': 106, 'S/S': 56}	44	120	[0, 0, 0, 2, 0, 0]	50	138	Medium Slow	Grass	(50.0, 50.0)	20	[60, 65, 70, 85, 75, 40]	395	[('Absorb', 1), ('Acid', 1), ('Sweet Scent', 1), ('Sweet Scent', 5), ('Acid', 9), ('Poison Powder', 13), ('Stun Spore', 15), ('Sleep Powder', 17), ('Mega Drain', 23), ('Lucky Chant', 29), ('Natural Gift', 35), ('Moonlight', 41), ('Giga Drain', 47), ('Petal Dance', 53)]
Vileplume	('Grass', 'Poison')	Flower Pokemon	1.2	18.6	('Chlorophyll', 'Effect Spore')	{'R/B/Y': 45, 'G/S/C': 85, 'FR/LG': 45, 'HG/SS': 85, 'R/S/E': 90, 'OR/AS': 93, 'X/Y': 107, 'S/S': 57}	45	45	[0, 0, 0, 3, 0, 0]	50	221	Medium Slow	Grass	(50.0, 50.0)	20	[75, 80, 85, 110, 90, 50]	490	[('Aromatherapy', 1), ('Mega Drain', 1), ('Poison Powder', 1), ('Stun Spore', 1), ('Petal Dance', 53), ('Solar Beam', 65)]
Paras	('Bug', 'Grass')	Mushroom Pokemon	0.3	5.4	('Effect Spore', 'Dry Skin', 'Damp')	{'R/B/Y': 46, 'G/S/C': 70, 'FR/LG': 46, 'HG/SS': 70, 'S/M': 147, 'US/UM': 180, 'LA': 53}	46	190	[0, 1, 0, 0, 0, 0]	50	57	Medium Fast	('Bug', 'Grass')	(50.0, 50.0)	20	[35, 70, 55, 45, 55, 25]	285	[('Scratch', 1), ('Poison Powder', 6), ('Stun Spore', 6), ('Leech Life', 11), ('Spore', 17), ('Slash', 22), ('Growth', 27), ('Giga Drain', 33), ('Aromatherapy', 38), ('X -Scissor', 43)]
Parasect	('Bug', 'Grass')	Mushroom Pokemon	1.0	29.5	('Effect Spore', 'Dry Skin', 'Damp')	{'R/B/Y': 47, 'G/S/C': 71, 'FR/LG': 47, 'HG/SS': 71, 'S/M': 148, 'US/UM': 181, 'LA': 54}	47	75	[0, 2, 1, 0, 0, 0]	50	142	Medium Fast	('Bug', 'Grass')	(50.0, 50.0)	20	[60, 95, 80, 60, 80, 30]	405	[('Cross Poison', 1), ('Leech Life', 1), ('Poison Powder', 1), ('Scratch', 1), ('Stun Spore', 1), ('Poison Powder', 6), ('Stun Spore', 6), ('Leech Life', 11), ('Spore', 17), ('Slash', 22), ('Growth', 30), ('Giga Drain', 39), ('Aromatherapy', 47), ('X -Scissor', 55)]
Venonat	('Bug', 'Poison')	Insect Pokemon	1.0	30.0	('Compound Eyes', 'Tinted Lens', 'Run Away')	{'R/B/Y': 48, 'G/S/C': 108, 'FR/LG': 48, 'HG/SS': 109}	48	190	[0, 0, 0, 0, 1, 0]	50	61	Medium Fast	Bug	(50.0, 50.0)	20	[60, 55, 50, 40, 55, 45]	305	[('Disable', 1), ('Foresight', 1), ('Tackle', 1), ('Supersonic', 5), ('Confusion', 11), ('Poison Powder', 13), ('Leech Life', 17), ('Stun Spore', 23), ('Psybeam', 25), ('Sleep Powder', 29), ('Signal Beam', 35), ('Zen Headbutt', 37), ('Poison Fang', 41), ('Psychic', 47)]
Venomoth	('Bug', 'Poison')	Poison Moth Pokemon	1.5	12.5	('Shield Dust', 'Tinted Lens', 'Wonder Skin')	{'R/B/Y': 49, 'G/S/C': 109, 'FR/LG': 49, 'HG/SS': 110}	49	75	[0, 0, 0, 1, 0, 1]	50	158	Medium Fast	Bug	(50.0, 50.0)	20	[70, 65, 60, 90, 75, 90]	450	[('Disable', 1), ('Foresight', 1), ('Silver Wind', 1), ('Supersonic', 1), ('Tackle', 1), ('Supersonic', 5), ('Confusion', 11), ('Poison Powder', 13), ('Leech Life', 17), ('Stun Spore', 23), ('Psybeam', 25), ('Sleep Powder', 29), ('Gust', 31), ('Signal Beam', 37), ('Zen Headbutt', 41), ('Poison Fang', 47), ('Psychic', 55), ('Bug Buzz', 59)]
Diglett	Ground	Mole Pokemon	0.2	0.8	('Sand Veil', 'Arena Trap', 'Sand Force')	{'R/B/Y': 50, 'G/S/C': 132, 'FR/LG': 50, 'HG/SS': 134, 'X/Y': 1, 'S/M': 71, 'US/UM': 85, 'S/S': 164}	50	255	[0, 0, 0, 0, 0, 1]	50	53	Medium Fast	Field	(50.0, 50.0)	20	[10, 55, 25, 35, 45, 95]	265	[('Sand -Attack', 1), ('Scratch', 1), ('Growl', 4), ('Astonish', 7), ('Magnitude', 12), ('Mud -Slap', 15), ('Dig', 18), ('Sucker Punch', 23), ('Earth Power', 26), ('Mud Bomb', 29), ('Slash', 34), ('Earthquake', 37), ('Fissure', 40)]
Alolan Diglett	('Ground', 'Steel')	Mole Pokemon	0.2	1.0	('Sand Veil', 'Tangling Hair', 'Sand Force')	{'R/B/Y': 50, 'G/S/C': 132, 'FR/LG': 50, 'HG/SS': 134, 'X/Y': 1, 'S/M': 71, 'US/UM': 85, 'S/S': 164}	50	255	[0, 0, 0, 0, 0, 1]	50	53	Medium Fast	Field	(50.0, 50.0)	20	[10, 55, 30, 35, 45, 90]	265	[('Sand -Attack', 1), ('Scratch', 1), ('Growl', 4), ('Astonish', 7), ('Magnitude', 12), ('Mud -Slap', 15), ('Dig', 18), ('Sucker Punch', 23), ('Earth Power', 26), ('Mud Bomb', 29), ('Slash', 34), ('Earthquake', 37), ('Fissure', 40)]
Dugtrio	Ground	Mole Pokemon	0.7	33.3	('Sand Veil', 'Arena Trap', 'Sand Force')	{'R/B/Y': 51, 'G/S/C': 133, 'FR/LG': 51, 'HG/SS': 135, 'X/Y': 2, 'S/M': 72, 'US/UM': 86, 'S/S': 165}	51	50	[0, 0, 0, 0, 0, 2]	50	149	Medium Fast	Field	(50.0, 50.0)	20	[35, 100, 50, 50, 70, 120]	425	[('Growl', 1), ('Night Slash', 1), ('Sand -Attack', 1), ('Scratch', 1), ('Tri Attack', 1), ('Growl', 4), ('Astonish', 7), ('Magnitude', 12), ('Mud -Slap', 15), ('Dig', 18), ('Sucker Punch', 23), ('Sand Tomb', 26), ('Earth Power', 28), ('Mud Bomb', 33), ('Slash', 40), ('Earthquake', 45), ('Fissure', 50)]
Alolan Dugtrio	('Ground', 'Steel')	Mole Pokemon	0.7	66.6	('Sand Veil', 'Tangling Hair', 'Sand Force')	{'R/B/Y': 51, 'G/S/C': 133, 'FR/LG': 51, 'HG/SS': 135, 'X/Y': 2, 'S/M': 72, 'US/UM': 86, 'S/S': 165}	51	50	[0, 2, 0, 0, 0, 0]	50	149	Medium Fast	Field	(50.0, 50.0)	20	[35, 100, 60, 50, 70, 110]	425	[('Growl', 1), ('Night Slash', 1), ('Sand -Attack', 1), ('Scratch', 1), ('Tri Attack', 1), ('Growl', 4), ('Astonish', 7), ('Magnitude', 12), ('Mud -Slap', 15), ('Dig', 18), ('Sucker Punch', 23), ('Sand Tomb', 26), ('Earth Power', 28), ('Mud Bomb', 33), ('Slash', 40), ('Earthquake', 45), ('Fissure', 50)]
Meowth	Normal	Scratch Cat Pokemon	0.4	4.2	('Pickup', 'Technician', 'Unnerve')	{'R/B/Y': 52, 'G/S/C': 136, 'FR/LG': 52, 'HG/SS': 138, 'S/M': 45, 'US/UM': 52, 'S/S': 182}	52	255	[0, 0, 0, 0, 0, 1]	50	58	Medium Fast	Field	(50.0, 50.0)	20	[40, 45, 35, 40, 40, 90]	290	[('Growl', 1), ('Scratch', 1), ('Bite', 6), ('Fake Out', 9), ('Fury Swipes', 14), ('Screech', 17), ('Faint Attack', 22), ('Taunt', 25), ('Pay Day', 30), ('Slash', 33), ('Nasty Plot', 38), ('Assurance', 41), ('Captivate', 46), ('Night Slash', 49)]
Alolan Meowth	Dark	Scratch Cat Pokemon	0.4	4.2	('Pickup', 'Technician', 'Rattled')	{'R/B/Y': 52, 'G/S/C': 136, 'FR/LG': 52, 'HG/SS': 138, 'S/M': 45, 'US/UM': 52, 'S/S': 182}	52	255	[0, 0, 0, 0, 0, 1]	50	58	Medium Fast	Field	(50.0, 50.0)	20	[40, 35, 35, 50, 40, 90]	290	[('Growl', 1), ('Scratch', 1), ('Bite', 6), ('Fake Out', 9), ('Fury Swipes', 14), ('Screech', 17), ('Faint Attack', 22), ('Taunt', 25), ('Pay Day', 30), ('Slash', 33), ('Nasty Plot', 38), ('Assurance', 41), ('Captivate', 46), ('Night Slash', 49)]
Galarian Meowth	Steel	Scratch Cat Pokemon	0.4	7.5	('Pickup', 'Tough Claws', 'Unnerve')	{'R/B/Y': 52, 'G/S/C': 136, 'FR/LG': 52, 'HG/SS': 138, 'S/M': 45, 'US/UM': 52, 'S/S': 182}	52	255	[0, 1, 0, 0, 0, 0]	50	58	Medium Fast	Field	(50.0, 50.0)	20	[50, 65, 55, 40, 40, 40]	290	[('Growl', 1), ('Scratch', 1), ('Bite', 6), ('Fake Out', 9), ('Fury Swipes', 14), ('Screech', 17), ('Faint Attack', 22), ('Taunt', 25), ('Pay Day', 30), ('Slash', 33), ('Nasty Plot', 38), ('Assurance', 41), ('Captivate', 46), ('Night Slash', 49)]
Persian	Normal	Classy Cat Pokemon	1.0	32.0	('Limber', 'Technician', 'Unnerve')	{'R/B/Y': 53, 'G/S/C': 137, 'FR/LG': 53, 'HG/SS': 139, 'S/M': 46, 'US/UM': 53, 'S/S': 184}	53	90	[0, 0, 0, 0, 0, 2]	50	154	Medium Fast	Field	(50.0, 50.0)	20	[65, 70, 60, 65, 65, 115]	440	[('Bite', 1), ('Fake Out', 1), ('Growl', 1), ('Scratch', 1), ('Switcheroo', 1), ('Bite', 6), ('Fake Out', 9), ('Fury Swipes', 14), ('Screech', 17), ('Faint Attack', 22), ('Taunt', 25), ('Power Gem', 32), ('Slash', 37), ('Nasty Plot', 44), ('Assurance', 49), ('Captivate', 56), ('Night Slash', 61)]
Alolan Persian	Dark	Classy Cat Pokemon	1.1	33.0	('Fur Coat', 'Technician', 'Rattled')	{'R/B/Y': 53, 'G/S/C': 137, 'FR/LG': 53, 'HG/SS': 139, 'S/M': 46, 'US/UM': 53, 'S/S': 184}	53	90	[0, 0, 0, 0, 0, 2]	50	154	Medium Fast	Field	(50.0, 50.0)	20	[65, 60, 60, 75, 65, 115]	440	[('Bite', 1), ('Fake Out', 1), ('Growl', 1), ('Scratch', 1), ('Switcheroo', 1), ('Bite', 6), ('Fake Out', 9), ('Fury Swipes', 14), ('Screech', 17), ('Faint Attack', 22), ('Taunt', 25), ('Power Gem', 32), ('Slash', 37), ('Nasty Plot', 44), ('Assurance', 49), ('Captivate', 56), ('Night Slash', 61)]
Psyduck	Water	Duck Pokemon	0.8	19.6	('Damp', 'Cloud Nine', 'Swift Swim')	{'G/S/C': 138, 'FR/LG': 54, 'HG/SS': 140, 'R/S/E': 158, 'OR/AS': 165, 'D/P': 43}	54	190	[0, 0, 0, 1, 0, 0]	50	64	Medium Fast	('Field', 'Water 1')	(50.0, 50.0)	20	[50, 52, 48, 65, 50, 55]	320	[('Scratch', 1), ('Water Sport', 1), ('Tail Whip', 5), ('Water Gun', 9), ('Disable', 14), ('Confusion', 18), ('Water Pulse', 22), ('Fury Swipes', 27), ('Screech', 31), ('Psych Up', 35), ('Zen Headbutt', 40), ('Amnesia', 44), ('Hydro Pump', 48)]
Golduck	Water	Duck Pokemon	1.7	76.6	('Damp', 'Cloud Nine', 'Swift Swim')	{'G/S/C': 139, 'FR/LG': 55, 'HG/SS': 141, 'R/S/E': 159, 'OR/AS': 166, 'D/P': 44}	55	75	[0, 0, 0, 2, 0, 0]	50	175	Medium Fast	('Field', 'Water 1')	(50.0, 50.0)	20	[80, 82, 78, 95, 80, 85]	500	[('Scratch', 1), ('Tail Whip', 1), ('Water Gun', 1), ('Water Sport', 1), ('Tail Whip', 5), ('Water Gun', 9), ('Disable', 14), ('Confusion', 18), ('Water Pulse', 22), ('Fury Swipes', 27), ('Screech', 31), ('Psych Up', 37), ('Zen Headbutt', 44), ('Amnesia', 50), ('Hydro Pump', 56)]
Mankey	Fighting	Pig Monkey Pokemon	0.5	28.0	('Vital Spirit', 'Anger Point', 'Defiant')	{'R/B/Y': 56, 'G/S/C': 134, 'FR/LG': 56, 'HG/SS': 136, 'S/M': 79, 'US/UM': 93}	56	190	[0, 1, 0, 0, 0, 0]	50	61	Medium Fast	Field	(50.0, 50.0)	20	[40, 80, 35, 35, 45, 70]	305	[('Covet', 1), ('Focus Energy', 1), ('Leer', 1), ('Low Kick', 1), ('Scratch', 1), ('Fury Swipes', 9), ('Karate Chop', 13), ('Seismic Toss', 17), ('Screech', 21), ('Assurance', 25), ('Swagger', 33), ('Cross Chop', 37), ('Thrash', 41), ('Punishment', 45), ('Close Combat', 49)]
Primeape	Fighting	Pig Monkey Pokemon	1.0	32.0	('Vital Spirit', 'Anger Point', 'Defiant')	{'R/B/Y': 57, 'G/S/C': 135, 'FR/LG': 57, 'HG/SS': 137, 'S/M': 80, 'US/UM': 94}	57	75	[0, 2, 0, 0, 0, 0]	50	159	Medium Fast	Field	(50.0, 50.0)	20	[65, 105, 60, 60, 70, 95]	455	[('Fling', 1), ('Focus Energy', 1), ('Leer', 1), ('Low Kick', 1), ('Scratch', 1), ('Fury Swipes', 9), ('Karate Chop', 13), ('Seismic Toss', 17), ('Screech', 21), ('Assurance', 25), ('Rage', 28), ('Swagger', 35), ('Cross Chop', 41), ('Thrash', 47), ('Punishment', 53), ('Close Combat', 59)]
Growlithe	Fire	Puppy Pokemon	0.7	19.0	('Intimidate', 'Flash Fire', 'Justified')	{'R/B/Y': 58, 'G/S/C': 127, 'FR/LG': 58, 'HG/SS': 129, 'B2/W2': 51, 'B/W': 51, 'S/M': 52, 'US/UM': 64, 'S/S': 70, 'LA': 150}	58	190	[0, 1, 0, 0, 0, 0]	50	70	Slow	Field	(75.0, 25.0)	20	[55, 70, 45, 70, 50, 60]	350	[('Bite', 1), ('Roar', 1), ('Ember', 6), ('Leer', 9), ('Odor Sleuth', 14), ('Helping Hand', 17), ('Flame Wheel', 20), ('Reversal', 25), ('Fire Fang', 28), ('Take Down', 31), ('Flamethrower', 34), ('Agility', 39), ('Crunch', 42), ('Heat Wave', 45), ('Flare Blitz', 48)]
Arcanine	Fire	Legendary Pokemon	1.9	155.0	('Intimidate', 'Flash Fire', 'Justified')	{'R/B/Y': 59, 'G/S/C': 128, 'FR/LG': 59, 'HG/SS': 130, 'B2/W2': 52, 'B/W': 52, 'S/M': 53, 'US/UM': 65, 'S/S': 71, 'LA': 151}	59	75	[0, 2, 0, 0, 0, 0]	50	194	Slow	Field	(75.0, 25.0)	20	[90, 110, 80, 100, 80, 95]	555	[('Bite', 1), ('Fire Fang', 1), ('Odor Sleuth', 1), ('Roar', 1), ('Thunder Fang', 1), ('Extreme Speed', 39)]
Poliwag	Water	Tadpole Pokemon	0.6	12.4	('Water Absorb', 'Damp', 'Swift Swim')	{'R/B/Y': 60, 'G/S/C': 72, 'FR/LG': 60, 'HG/SS': 72, 'X/Y': 33, 'S/M': 149, 'US/UM': 182}	60	255	[0, 0, 0, 0, 0, 1]	50	60	Medium Slow	Water 1	(50.0, 50.0)	20	[40, 50, 40, 40, 40, 90]	300	[('Water Sport', 1), ('Bubble', 5), ('Hypnosis', 8), ('Water Gun', 11), ('Double Slap', 15), ('Rain Dance', 18), ('Body Slam', 21), ('Bubble Beam', 25), ('Mud Shot', 28), ('Belly Drum', 31), ('Wake -Up Slap', 35), ('Hydro Pump', 38), ('Mud Bomb', 41)]
Poliwhirl	Water	Tadpole Pokemon	1.0	20.0	('Water Absorb', 'Damp', 'Swift Swim')	{'R/B/Y': 61, 'G/S/C': 73, 'FR/LG': 61, 'HG/SS': 73, 'X/Y': 34, 'S/M': 150, 'US/UM': 183}	61	120	[0, 0, 0, 0, 0, 2]	50	135	Medium Slow	Water 1	(50.0, 50.0)	20	[65, 65, 65, 50, 50, 90]	385	[('Bubble', 1), ('Hypnosis', 1), ('Water Sport', 1), ('Bubble', 5), ('Hypnosis', 8), ('Water Gun', 11), ('Double Slap', 15), ('Rain Dance', 18), ('Body Slam', 21), ('Bubble Beam', 27), ('Mud Shot', 32), ('Belly Drum', 37), ('Wake -Up Slap', 43), ('Hydro Pump', 48), ('Mud Bomb', 53)]
Poliwrath	('Water', 'Fighting')	Tadpole Pokemon	1.3	54.0	('Water Absorb', 'Damp', 'Swift Swim')	{'R/B/Y': 62, 'G/S/C': 74, 'FR/LG': 62, 'HG/SS': 74, 'X/Y': 35, 'S/M': 151, 'US/UM': 184}	62	45	[0, 0, 3, 0, 0, 0]	50	230	Medium Slow	Water 1	(50.0, 50.0)	20	[90, 95, 95, 70, 90, 70]	510	[('Bubble Beam', 1), ('Double Slap', 1), ('Hypnosis', 1), ('Submission', 1), ('Dynamic Punch', 43), ('Mind Reader', 53)]
Abra	Psychic	Psi Pokemon	0.9	19.5	('Synchronize', 'Inner Focus', 'Magic Guard')	{'G/S/C': 89, 'FR/LG': 63, 'HG/SS': 89, 'R/S/E': 39, 'OR/AS': 40, 'D/P': 20}	63	200	[0, 0, 0, 1, 0, 0]	50	62	Medium Slow	Human-Like	(75.0, 25.0)	20	[25, 20, 15, 105, 55, 90]	310	[('Teleport', 1)]
Kadabra	Psychic	Psi Pokemon	1.3	56.5	('Synchronize', 'Inner Focus', 'Magic Guard')	{'G/S/C': 90, 'FR/LG': 64, 'HG/SS': 90, 'R/S/E': 40, 'OR/AS': 41, 'D/P': 21}	64	100	[0, 0, 0, 2, 0, 0]	50	140	Medium Slow	Human-Like	(75.0, 25.0)	20	[40, 35, 30, 120, 70, 105]	400	[('Confusion', 1), ('Kinesis', 1), ('Teleport', 1), ('Confusion', 16), ('Disable', 18), ('Miracle Eye', 22), ('Psybeam', 24), ('Reflect', 28), ('Recover', 30), ('Psycho Cut', 34), ('Role Play', 36), ('Psychic', 40), ('Future Sight', 42), ('Trick', 46)]
